subject,block,block_width,feature_channel,gate_mean,gate_sd
1,5,128,104,0.7242661714553833,0.09837329387664795
1,5,128,105,0.5628775954246521,0.10728394240140915
1,5,128,106,0.4277247190475464,0.09972593933343887
1,5,128,107,0.5878387093544006,0.05827954411506653
1,5,128,108,0.4271514117717743,0.1353318691253662
1,5,128,109,0.5441486835479736,0.12917356193065643
1,5,128,110,0.369336873292923,0.05915622040629387
1,5,128,111,0.4130406081676483,0.03356003016233444
1,5,128,112,0.41558918356895447,0.10379216820001602
1,5,128,113,0.44884976744651794,0.03603881597518921
1,5,128,114,0.4849928319454193,0.07327774167060852
1,5,128,115,0.4683416485786438,0.07488993555307388
1,5,128,116,0.33266663551330566,0.04106242582201958
1,5,128,117,0.4451996386051178,0.11033683270215988
